id,link,domain
1q2722a,https://www.redgifs.com/watch/meatywickedborzoi,www.redgifs.com
1q37ilo,https://www.redgifs.com/watch/794861664488154350,www.redgifs.com
1q4eg3w,https://www.redgifs.com/watch/gentlecircularduckling,www.redgifs.com
1q4j4i9,https://www.redgifs.com/ifr/itchyglitteringpittabird/?/,www.redgifs.com
1q55qh3,https://www.redgifs.com/watch/forsakenflakyafricanparadiseflycatcher,www.redgifs.com
